publisher,genres,release_date,tags,price,early_access,id,developer
Play One Game Studio,"['Action', 'Indie', 'Simulation', 'Early Access']",2018-12-01,"['Early Access', 'Simulation', 'Action', 'Indie', 'Stealth']",15.99,1.0,556680.0,Play One Game Studio
TopWare Interactive ACE,"['Action', 'Simulation', 'Strategy']",2016-11-04,"['Strategy', 'Action', 'Simulation']",5.99,0.0,547430.0,Reality Pump
Activision,['Action'],2014-06-19,['Action'],1.99,0.0,295432.0,Infinity Ward
W.T.B.,"['Casual', 'Indie']",2017-10-25,"['Indie', 'Casual']",0.99,0.0,741020.0,ByNia
Stardock Entertainment,"['Indie', 'Strategy']",2013-11-06,"['Strategy', 'Indie', 'Space']",4.99,0.0,255910.0,"Ironclad Games,Stardock Entertainment"
SEGA,['Action'],2010-09-13,"['Pinball', 'Action', '2D', 'Classic', 'Retro', 'Great Soundtrack']",4.99,0.0,34313.0,SEGA
Codemasters,['RPG'],2009-06-23,"['RPG', 'Fantasy', 'Villain Protagonist', 'Singleplayer', 'Funny', 'Action', 'Comedy', 'Third Person', 'Magic', 'Action RPG', 'Strategy', 'Adventure', 'Dark Humor', 'Action-Adventure', 'Open World', 'Puzzle', 'Dark Fantasy', 'Atmospheric', 'Multiplayer', 'RTS']",9.99,0.0,12810.0,"Triumph Studios,Virtual Programming"
Deep Silver,['Action'],2015-01-20,"['Action', 'Open World', 'Comedy', 'Co-op', 'Third Person', 'Funny', 'Demons', 'Adventure', 'Third-Person Shooter', 'Multiplayer', 'Singleplayer', 'Sandbox', 'Shooter', 'Atmospheric', 'Dark Humor', 'Female Protagonist', 'Online Co-Op', 'Mature', 'Gore', 'First-Person']",14.99,0.0,301910.0,"Deep Silver Volition,High Voltage Software"
Nightdive Studios,"['Action', 'Adventure']",1997-11-30,"['Action', 'FPS', 'Adventure', 'Dinosaurs', 'Classic', 'Retro', 'Shooter', 'Singleplayer', 'First-Person', ""1990's"", 'Atmospheric', 'Multiplayer', '3D Platformer', 'Fantasy']",19.99,0.0,405820.0,"Iguana Entertainment,Nightdive Studios"
"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",2014-04-08,"['LEGO', 'Adventure', 'Action', 'Open World', 'Local Co-Op', 'Multiplayer', 'Singleplayer', 'Funny', 'Fantasy', 'Co-op', 'Family Friendly', 'Comedy', 'Third Person', 'Atmospheric', 'RPG', 'Split Screen', 'Strategy', 'Puzzle', 'Indie', 'Controller']",19.99,0.0,285160.0,"Traveller's Tales,Feral Interactive (Mac)"
Candycane Games,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2016-08-13,"['RPG', 'Free to Play', 'MMORPG', 'Massively Multiplayer', 'Adventure', 'Action', 'Strategy', 'Indie', '2D', 'Multiplayer', 'Pixel Graphics']",,0.0,516510.0,Candycane Games
Dovetail Games - Trains,['Simulation'],2017-12-06,['Simulation'],10.99,0.0,562380.0,Skyhook Games
TrolleyBuzz LLC,"['Casual', 'Indie', 'Strategy']",2016-10-27,"['Strategy', 'Indie', 'Casual', 'Tower Defense']",0.99,0.0,539690.0,ItRuStore Games
Kalypso Media Digital,"['RPG', 'Simulation', 'Strategy']",2015-07-23,"['Strategy', 'Simulation', 'RPG']",3.99,0.0,306392.0,Haemimont Games
Red Dahlia,"['Adventure', 'Indie', 'RPG']",2017-03-10,"['Sexual Content', 'Anime', 'Adventure', 'Indie', 'RPG', 'RPGMaker', 'Nudity']",4.99,0.0,569970.0,Little Big Lee
"KOEI TECMO GAMES CO., LTD.",['RPG'],2017-11-21,['RPG'],5.99,0.0,688272.0,"KOEI TECMO GAMES CO., LTD."
Flat Earth Games,"['Indie', 'Simulation', 'Strategy']",2015-02-25,"['Indie', 'Simulation', 'Strategy', 'City Builder']",9.99,0.0,296280.0,"Flat Earth Games,Epiphany Games"
Starwind Games,"['Action', 'Casual', 'Indie']",2017-04-05,"['Action', 'Indie', 'Casual', 'Tanks']",1.99,0.0,585970.0,Starwind Games
Rebellion,['Action'],2012-06-06,"['Action', 'Sniper']",7.99,0.0,210561.0,Rebellion
Choice of Games,"['Indie', 'RPG']",2014-12-19,"['Choose Your Own Adventure', 'Choices Matter', 'Interactive Fiction', 'Indie', 'Text-Based', 'Robots', 'RPG', 'Story Rich', 'Sci-fi']",9.99,0.0,339350.0,Choice of Games
Choice of Games,"['Indie', 'RPG']",2015-03-13,"['RPG', 'Indie', 'Choose Your Own Adventure', 'Text-Based', 'Interactive Fiction']",6.99,0.0,356000.0,Choice of Games
tinyBuild,"['Action', 'Adventure', 'Indie']",2017-08-10,"['Action', 'Indie', 'Adventure', 'Pixel Graphics']",14.99,0.0,445870.0,"Bread Team,Victor Solodilov,Denis Novikov"
Degica,['Action'],2016-12-14,['Action'],4.99,0.0,496971.0,"Pyramid,G.rev Ltd.,Chara-Ani,CAVE Interactive CO.,LTD."
JUDOBABY INC.,['Sports'],2011-08-16,['Sports'],10.99,0.0,438660.0,JUDOBABY INC.
CloudTheWolf Games,"['Adventure', 'Free to Play', 'Indie', 'RPG']",2017-07-11,"['Adventure', 'RPG', 'Indie', 'Free to Play']",10.99,0.0,581750.0,Michael Howard
"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","['Racing', 'Sports']",2014-09-16,"['Racing', 'Sports']",29.99,0.0,304450.0,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)"
"Capcom U.S.A., Inc.",['Action'],2012-07-24,['Action'],0.99,0.0,210050.0,"Capcom U.S.A., Inc."
NinjaBee.com,"['Indie', 'Casual']",2011-05-20,"['Indie', 'Casual', 'Platformer', 'Puzzle']",9.99,0.0,91810.0,Bacon Wrapped Games
"BLACK LODGE GAMES, LLC","['RPG', 'Early Access']",2017-09-14,"['Early Access', 'RPG']",9.99,1.0,655340.0,"BLACK LODGE GAMES, LLC"
Second Order,"['Action', 'Casual', 'Indie', 'Early Access']",2017-10-18,"['Early Access', 'Casual', 'Indie', 'Action', 'Physics']",19.99,1.0,661920.0,Second Order
Tongsun,"['Adventure', 'Indie']",2017-11-03,"['Adventure', 'Indie', 'Surreal', 'Horror', 'Dark', 'Atmospheric']",12.99,0.0,417400.0,Tongsun
Nexon America Inc.,"['Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']",2017-06-19,"['Free to Play', 'RPG', 'Massively Multiplayer', 'Casual']",24.99,0.0,573513.0,Nexon
For Kids,"['Casual', 'Indie']",2017-10-11,"['Casual', 'Indie']",0.99,0.0,722250.0,For Kids
Renegade Sector Games,"['Action', 'Indie']",2017-01-11,"['Action', 'Indie', 'Violent', ""Shoot 'Em Up"", 'Arcade', 'Retro', 'On-Rails Shooter', 'Fast-Paced', 'Ninja', 'Difficult', 'Gun Customization', 'Post-apocalyptic']",14.99,0.0,502540.0,Renegade Sector Games
Paradox Interactive,['Strategy'],2012-12-13,['Strategy'],1.99,0.0,210899.0,Paradox Interactive
VT Publishing,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2017-07-27,"['Action', 'Adventure', 'RPG', 'Indie', 'Casual', 'Dungeon Crawler', 'Fantasy', 'Third Person']",8.99,0.0,679460.0,Virtual Top
"Namco Networks America, Inc.",['Casual'],2010-02-11,"['Casual', 'Hidden Object']",4.99,0.0,47500.0,Virtual Prophecy Entertainment
Endless Loop Studios,"['Casual', 'Indie', 'Simulation']",2016-05-13,"['Simulation', 'Management', 'Indie', 'Casual', 'Resource Management', 'City Builder', 'Strategy', 'Sandbox', 'Singleplayer', 'Economy', '2D', 'Relaxing']",2.99,0.0,454060.0,Endless Loop Studios
Wargaming.net,['Strategy'],2005-03-03,"['Strategy', 'Turn-Based']",9.99,0.0,34640.0,Wargaming.net
Blue Budgie Studios,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",2016-07-29,"['Simulation', 'Strategy', 'Action', 'Indie', 'Casual', 'Physics', 'Robots']",4.99,0.0,459630.0,Blue Budgie Studios
Perverse Games,"['Adventure', 'Indie', 'RPG']",2017-11-24,"['Adventure', 'RPG', 'Indie', 'RPGMaker']",1.99,0.0,747190.0,Perverse Games
Dovetail Games - Trains,['Simulation'],2017-08-03,['Simulation'],19.99,0.0,500245.0,RSSLO
Nano Games,"['Adventure', 'Casual', 'Indie', 'Simulation']",2012-11-21,"['Adventure', 'Indie', 'Casual', 'Simulation', 'Underwater']",8.99,0.0,298380.0,Nano Games
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],2011-10-20,['Strategy'],6.99,0.0,56488.0,"Relic Entertainment,Feral Interactive (Mac/Linux)"
Great God,"['Indie', 'Simulation', 'Strategy', 'Early Access']",2017-09-21,"['Early Access', 'Strategy', 'Simulation', 'Indie']",6.99,1.0,702080.0,Great God
Dexion Games,"['Casual', 'Indie', 'Simulation']",2017-12-15,"['Casual', 'Simulation', 'Indie']",0.99,0.0,760870.0,Dexion Games
SOEDESCO Publishing,"['Adventure', 'Indie']",2015-08-03,"['Adventure', 'Indie', 'Puzzle', 'Third Person', 'Singleplayer', 'Casual', 'Family Friendly', 'Story Rich', 'Controller', 'Historical', 'Illuminati', 'Atmospheric', 'Remake', 'Conspiracy', 'Great Soundtrack', 'Linear']",9.99,0.0,362410.0,Vertigo Games
Awesome Games Studio,"['Casual', 'Indie']",2013-12-05,"['Indie', 'Casual', 'Platformer', 'Singleplayer', 'Side Scroller', '2D']",4.99,0.0,257990.0,Awesome Games Studio
Big Fish Games,"['Adventure', 'Casual']",2017-09-01,"['Adventure', 'Casual', 'Hidden Object']",12.99,0.0,695940.0,Vendel Games
1C-777,['Simulation'],2013-09-05,['Simulation'],14.99,0.0,244064.0,777 Studios
Square Enix,"['Action', 'Adventure']",2015-11-30,"['Open World', 'Action', 'Destruction', 'Third-Person Shooter', 'Adventure', 'Singleplayer', 'Shooter', 'Third Person', 'Sandbox', 'Exploration', 'Multiplayer', 'Physics', 'Funny', 'Atmospheric', 'Comedy', 'Parkour', 'Great Soundtrack', 'Co-op', 'Moddable', 'RPG']",49.99,0.0,225540.0,Avalanche Studios
"2K, Feral Interactive (Mac), Feral Interactive (Linux)",['Strategy'],2016-05-12,['Strategy'],9.99,0.0,433090.0,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)"
Clickteam,['Adventure'],2017-12-26,['Adventure'],1.99,0.0,707110.0,Clickteam
Norven Games,"['Adventure', 'Casual', 'Indie', 'Strategy']",2017-05-30,"['Casual', 'Indie', 'Strategy', 'Adventure', 'Flight']",0.99,0.0,638680.0,Norven Games
MagicalTimeBean,"['Action', 'Indie', 'Strategy']",2011-02-06,"['Indie', 'Strategy', 'Action', 'Tower Defense', 'Real Time Tactics', 'Great Soundtrack', 'Pixel Graphics']",4.99,0.0,460970.0,MagicalTimeBean
Alawar Entertainment,"['Adventure', 'Casual', 'Indie', 'Strategy']",2017-05-14,"['Casual', 'Indie', 'Strategy', 'Adventure']",6.99,0.0,666050.0,Nova Ideas
Sekai Project,['Indie'],2017-12-29,['Indie'],0.99,0.0,754820.0,ebi-hime
Dovetail Games - Flight,['Simulation'],2017-12-20,['Simulation'],19.99,0.0,643681.0,FS FlightControl
Damp Gnat,"['Action', 'Adventure', 'Indie']",2017-10-25,"['Indie', 'Action', 'Adventure', 'Funny']",6.99,0.0,658990.0,Damp Gnat
Nival,"['Action', 'Free to Play', 'Massively Multiplayer']",2017-09-16,"['Action', 'Massively Multiplayer', 'Free to Play']",19.99,0.0,678740.0,Nival
Big Red Planet,"['Action', 'Indie', 'Early Access']",2017-09-08,"['Early Access', 'Indie', 'Action', 'Space', 'Music', 'Funny', 'Destruction', 'Fast-Paced', 'Singleplayer', '2D', 'Pixel Graphics', 'Comedy', 'Great Soundtrack']",4.99,1.0,700400.0,Killerkun
Thesis Games,"['Adventure', 'Indie']",2015-05-26,"['Adventure', 'Indie', 'Visual Novel', 'Female Protagonist']",7.99,0.0,449340.0,Woodsy Studio
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",['Action'],2014-10-28,"['Action', 'Horror', 'Survival Horror']",7.99,0.0,282512.0,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
Dovetail Games,['Simulation'],2016-02-02,['Simulation'],4.99,0.0,326037.0,virutalRailroads
"Konami Digital Entertainment, Inc.",['Simulation'],2016-12-07,['Simulation'],4.99,0.0,523511.0,Other Ocean Interactive
Smilegate West,"['Action', 'Casual', 'Free to Play']",2013-12-08,"['Action', 'Casual', 'Free to Play']",4.99,0.0,330240.0,IO Entertainment
Dovetail Games - Trains,['Simulation'],2013-02-21,"['Simulation', 'Trains', 'Open World', 'Sandbox', 'Realistic', 'Physics', 'Atmospheric', 'Co-op', 'Family Friendly', 'TrackIR']",39.99,0.0,222557.0,Dovetail Games
SNK CORPORATION,"['Action', 'Free to Play']",2015-05-01,"['Free to Play', 'Action', 'Multiplayer', 'Tower Defense', '2D', 'Strategy', 'Adventure', 'Pixel Graphics', 'Shooter']",,0.0,356310.0,SNK CORPORATION
IN|Framez Technology Corp.,"['Action', 'Indie']",2017-10-09,"['Indie', 'Action']",9.99,0.0,568060.0,IN|Framez Technology Corp.
Dovetail Games - Flight,['Simulation'],2017-05-23,['Simulation'],12.99,0.0,609820.0,Virtavia
Yacht Club Games,"['Action', 'Adventure', 'Indie']",2017-04-05,"['Action', 'Indie', 'Adventure', 'Platformer', 'Pixel Graphics', '2D', 'Great Soundtrack']",9.99,0.0,589510.0,Yacht Club Games
Conflux Games,"['Action', 'Adventure', 'Indie', 'RPG']",2015-03-13,"['Indie', 'RPG', 'Action', 'Adventure']",4.99,0.0,344880.0,Conflux Games
Aldorlea Games,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2016-05-06,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Casual']",0.99,0.0,468010.0,Aldorlea Games
Abrakam SA,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2017-03-08,"['Free to Play', 'Card Game', 'Strategy', 'Multiplayer', 'Massively Multiplayer', 'Turn-Based', 'Fantasy', 'Board Game', 'Indie', 'Singleplayer', 'Turn-Based Strategy', 'Hex Grid', 'Trading Card Game', 'Casual', 'Survival', 'Action', 'Adventure']",,0.0,397060.0,Abrakam SA
Moon Spider Studio,"['Action', 'Indie', 'Racing']",2015-02-12,"['Action', 'Indie', 'Racing', 'Platformer', 'Puzzle-Platformer']",9.99,0.0,338890.0,Moon Spider Studio
tinyBuild,"['Action', 'Adventure', 'Indie']",2017-04-19,"['Action', 'Indie', 'Adventure']",4.99,0.0,595290.0,"Oleg Sergeev,Andrey Rumak,Do My Best"
Chubby Pixel,"['Action', 'Adventure', 'Massively Multiplayer']",2016-09-16,"['Adventure', 'Action', 'Massively Multiplayer', 'Open World', '3D Platformer', '4 Player Local', 'Co-op Campaign', 'Online Co-Op']",3.99,0.0,495350.0,Fabio Ferrara
Klassen Games,['RPG'],2017-06-18,['RPG'],3.99,0.0,613400.0,Klassen Games
Overhead Games,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",2015-11-05,"['Design & Illustration', 'Photo Editing', 'Utilities']",,0.0,408930.0,Overhead Games
Square Enix,['Adventure'],2016-08-30,['Adventure'],9.99,0.0,508340.0,Bulkhead Interactive
"SEGA, Feral Interactive (Mac)","['Action', 'Strategy']",2016-05-24,"['Strategy', 'Action', 'Fantasy', 'Turn-Based Strategy', 'War', 'RTS', 'Warhammer 40K']",7.99,0.0,404010.0,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)"
"Filip Dusek, Empty Keys","['Indie', 'Simulation', 'Strategy', 'Early Access']",2017-03-14,"['Early Access', 'Simulation', 'Indie', 'Strategy', 'Sci-fi', '4X']",19.99,1.0,563390.0,"Filip Dusek, Empty Keys"
Deep Silver,['Action'],2009-01-28,"['Open World', 'Action', 'Sandbox', 'Character Customization', 'Third-Person Shooter', 'Comedy', 'Co-op', 'Third Person', 'Singleplayer', 'Crime', 'Online Co-Op', 'Multiplayer', 'Co-op Campaign', 'Funny', 'Shooter', 'Replay Value', 'Female Protagonist', 'Great Soundtrack', 'Moddable', 'Adventure']",9.99,0.0,9480.0,Volition
THQ Nordic,['Action'],2013-02-22,['Action'],6.99,0.0,229210.0,The Farm 51
Pixbits,"['Action', 'Adventure', 'Indie']",2016-11-30,"['Sandbox', 'Adventure', 'Survival', 'Indie', 'Crafting', '2D', 'Multiplayer', 'Action', 'Building', 'Pixel Graphics', 'Open World', 'Co-op']",14.99,0.0,414190.0,Pixbits
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",2015-05-07,"['Adventure', 'RPG', 'Indie', 'Casual']",4.49,0.0,368410.0,Aldorlea Games
My.com,"['Action', 'Free to Play', 'Massively Multiplayer']",2017-07-03,"['Free to Play', 'Action', 'Massively Multiplayer']",29.99,0.0,649271.0,Crytek
Dovetail Games,['Simulation'],2009-01-01,['Simulation'],4.99,0.0,256554.0,Dovetail Games
New Blood Interactive,"['Action', 'Indie']",2017-03-06,"['Indie', ""Shoot 'Em Up"", 'Retro', 'Action', 'Bullet Hell', 'Arcade', 'Pixel Graphics', 'Difficult']",11.99,0.0,345860.0,Synset
PixelNAUTS,"['Action', 'Adventure', 'Indie']",2015-05-12,"['Indie', 'Action', 'Space', 'Difficult', 'Fast-Paced', 'Adventure', 'Blood']",11.99,0.0,282640.0,PixelNAUTS
SEGA,"['Simulation', 'Sports']",2016-11-03,"['Simulation', 'Sports']",0.99,0.0,489845.0,Sports Interactive
inXile Entertainment,"['Action', 'Indie']",2012-02-14,"['Action', 'Indie']",0.99,0.0,205150.0,inXile Entertainment
Strategy First,['Adventure'],2009-06-16,"['Adventure', 'Point & Click']",9.99,0.0,12450.0,Deck 13
SEGA,"['Racing', 'Simulation', 'Sports', 'Strategy']",2017-02-23,"['Simulation', 'Sports', 'Strategy', 'Racing']",,0.0,568380.0,Playsport Games
Digerati Distribution,"['Action', 'Indie']",2016-05-19,"['Action', 'Indie', 'Multiplayer', 'FPS']",4.99,0.0,468800.0,Code Avarice
Brightrock Games,"['Indie', 'Strategy']",2016-05-27,"['Strategy', 'Indie']",7.99,0.0,363990.0,Brightrock Games
Dusenberry Martin Racing,['Racing'],2016-11-16,['Racing'],,0.0,555861.0,Monster Games
Kristen Cheely,"['Casual', 'Indie']",2015-08-06,"['Indie', 'Casual', 'Visual Novel']",2.99,0.0,370200.0,Kristen Cheely
Indienova,"['Adventure', 'Free to Play', 'Indie', 'RPG']",2016-11-25,"['Adventure', 'Free to Play', 'RPG', 'Indie']",0.99,0.0,559780.0,SleepAllDays Studio
Digital Fusion Inc.,['Action'],2006-12-31,"['On-Rails Shooter', 'Action', 'Walking Simulator']",2.99,0.0,281260.0,Digital Fusion
Wolfire Games,"['Action', 'Indie']",2017-10-16,"['Parkour', 'Action', 'Indie', 'Martial Arts', 'Sandbox', 'Fighting', 'Fast-Paced', 'Open World', 'Moddable', 'Ninja', 'Multiplayer', 'Third Person', 'Physics', 'Gore', 'Difficult', 'Funny', 'Singleplayer', 'Adventure', 'Local Co-Op', 'Simulation']",29.99,0.0,25000.0,Wolfire Games
Ghostlight LTD,"['Adventure', 'RPG', 'Strategy']",2015-04-09,"['Strategy', 'Adventure', 'RPG']",9.99,0.0,343425.0,Idea Factory
Dagestan Technology,"['Action', 'Adventure', 'Casual', 'Indie']",2016-11-08,"['Casual', 'Action', 'Adventure', 'Indie', 'Platformer']",1.99,0.0,528080.0,Brimo Studio
OtakuMaker SARL,"['Action', 'Casual', 'Free to Play', 'Indie', 'Racing']",2017-12-29,"['Action', 'Indie', 'Casual', 'Racing', 'Free to Play', 'Singleplayer', 'Atmospheric', 'Arcade', '2D', 'Competitive', 'Minimalist', 'Retro']",1.99,0.0,768856.0,Bacq Stellan
Chilled Mouse,"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",2017-11-16,"['Free to Play', 'Strategy', 'Casual', 'Simulation', 'Indie']",,0.0,515230.0,Tomb Team
HYPYRYL,"['Action', 'Casual', 'Indie', 'Sports']",2015-09-24,"['Indie', 'Casual', 'Action', 'Sports', 'Pixel Graphics']",8.99,0.0,367430.0,HYPYRYL
Sigma Team Inc.,"['Action', 'Indie', 'RPG']",2012-05-18,"['Action', 'Indie', 'RPG', 'Shooter', 'Singleplayer', 'Top-Down Shooter', 'Aliens']",9.99,0.0,211010.0,Sigma Team Inc.
THQ Nordic,"['Action', 'Sports']",2007-08-28,"['Sports', 'Action']",9.99,0.0,304540.0,Coldwood Interactive
ArcaneRaise,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2017-09-05,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",2.99,0.0,698352.0,Arcane Raise
Cornutopia Software,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",2017-04-21,"['Adventure', 'Action', 'RPG', 'Indie', 'Simulation', 'Space']",14.99,0.0,585430.0,Cornutopia Software
Wastelands Interactive,"['Indie', 'Strategy']",2014-05-30,"['Strategy', 'Indie', 'Wargame', 'World War II', 'Hex Grid']",14.99,0.0,283020.0,Wastelands Interactive
Wadjet Eye Games,"['Adventure', 'Indie']",2012-01-13,"['Point & Click', 'Adventure', 'Indie', 'Female Protagonist', 'Supernatural', 'Mystery', 'Detective', 'Noir', 'Pixel Graphics', 'Singleplayer', '2D', 'Story Rich', 'Atmospheric', 'Third Person']",9.99,0.0,80360.0,Wadjet Eye Games
Strategy First,['Indie'],2009-07-20,"['Cult Classic', 'Physics', 'Indie', 'Gore', 'Puzzle', 'Singleplayer', 'Dark', 'Co-op', 'World War II', 'Mature', 'Bullet Hell', 'Quick-Time Events', 'Perma Death', 'Choices Matter', 'Third-Person Shooter', 'Psychedelic', 'Sports', 'Replay Value', 'Violent', 'Blood']",0.99,0.0,34900.0,Invent4 Entertainment
Ripknot Systems,"['Casual', 'Indie', 'Simulation', 'Strategy']",2017-08-14,"['Strategy', 'Indie', 'Casual', 'Simulation']",0.99,0.0,687480.0,Ripknot Systems
Mercier Games,"['Action', 'Adventure', 'Indie']",2016-09-26,"['Action', 'Adventure', 'Indie']",4.99,0.0,503730.0,Daniel Mercier
Introversion Software,"['Indie', 'Strategy']",2012-04-24,"['Strategy', 'Indie', 'Soundtrack']",3.99,0.0,209772.0,Introversion Software
Ripstone Ltd,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2015-10-22,"['Strategy', 'Indie', 'Casual', 'Simulation', 'Sports']",2.99,0.0,330280.0,VooFoo Studios Ltd
Aldorlea Games,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2016-03-25,"['RPGMaker', 'Action', 'Adventure', 'RPG', 'Indie', 'Strategy', 'Fantasy', 'Story Rich', 'Episodic', '2D']",2.99,0.0,451920.0,Thorne Games
Khaulepi,"['Action', 'Indie']",2017-07-05,"['Action', 'Indie']",1.99,0.0,654630.0,Odamir Khaulepi
"Wormhole Entertainment, Peripheral Labs","['Action', 'Indie']",2017-01-30,"['Action', 'Indie', 'Multiplayer', 'Third-Person Shooter', 'Split Screen', 'Competitive']",,0.0,341890.0,"Tyler Rogers,David Colson"
Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2016-04-01,"['RPGMaker', 'Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",1.99,0.0,458420.0,Warfare Studios
SilentFuture,"['Action', 'Indie']",2017-06-09,"['Action', 'Indie', ""Shoot 'Em Up""]",11.99,0.0,588880.0,VIS-Games
Dovetail Games - Trains,['Simulation'],2017-09-21,['Simulation'],19.99,0.0,621924.0,Dovetail Games
Apogee Software,['Action'],1991-10-23,"['Action', 'Classic', 'Platformer', ""1990's""]",4.99,0.0,358260.0,3D Realms (Apogee Software)
Recotechnology S.L.,['Adventure'],2016-10-25,"['Adventure', 'Platformer', '3D Platformer']",7.99,0.0,529580.0,Recotechnology S.L.
Dragom,"['Design &amp; Illustration', 'Utilities']",2016-07-15,"['Design & Illustration', 'Utilities']",29.99,0.0,496490.0,Dragom
FarSight Studios,"['Free to Play', 'Simulation']",2013-11-04,"['Pinball', 'Simulation', 'Free to Play', 'Arcade', 'Classic', 'Singleplayer', 'Casual', 'Multiplayer', 'Retro']",,0.0,238260.0,FarSight Studios
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)","['Action', 'Adventure']",2013-03-26,"['Action', 'Adventure']",0.99,0.0,208801.0,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
Fruitbat Factory,"['Action', 'Indie']",2016-12-16,"['Action', 'Indie', 'Anime', 'Bullet Hell', ""Shoot 'Em Up""]",4.99,0.0,560050.0,Orange_Juice
Rockin' Android,"['Action', 'Indie']",2016-12-07,"['Action', 'Indie', ""Shoot 'Em Up""]",5.99,0.0,329340.0,Marsbound
Cadenza Interactive,"['Action', 'Indie']",2013-01-31,"['Action', 'Indie', '6DOF', 'Shooter', 'Sci-fi', 'FPS', 'VR']",9.99,0.0,227800.0,Cadenza Interactive
playchocolate,"['Action', 'Indie', 'RPG']",2017-02-15,"['Action', 'RPG', 'Indie']",5.99,0.0,561450.0,playchocolate
Formsmatter,"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",2017-10-23,"['Strategy', 'Adventure', 'RPG', 'Massively Multiplayer', 'Indie', 'Text-Based', 'MMORPG', 'Memes']",4.99,0.0,688930.0,Darren N Lory
WZOGI,"['Adventure', 'Indie']",2017-07-07,"['Adventure', 'Indie', 'Story Rich']",9.99,0.0,510520.0,WZOGI
Vempire Entertainment,"['Casual', 'Indie', 'Strategy', 'Early Access']",2017-10-03,"['Early Access', 'Strategy', 'Casual', 'Indie', 'Card Game', 'Vampire', 'PvP']",13.99,1.0,619230.0,Wolfgang Lueger
Home Net Games,"['Action', 'Adventure', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",2016-08-24,"['Free to Play', 'Pirates', 'Adventure', 'Multiplayer', 'Naval', 'Strategy', 'Simulation', 'Action', 'Open World', 'Indie', 'Sailing', 'Singleplayer', 'Economy', 'Historical', 'Exploration', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', '6DOF', 'Cult Classic']",,0.0,512470.0,Home Net Games
"indienova, GrabTheGames","['Action', 'Indie']",2017-03-16,"['Indie', 'Action', 'Retro', 'Abstract', 'Great Soundtrack', 'Top-Down Shooter', 'Pixel Graphics', 'Difficult', '2D', 'Arcade', 'Singleplayer', 'Fast-Paced', 'Replay Value', 'Shooter', 'Survival', 'Rhythm', 'Top-Down', 'Minimalist']",2.99,0.0,578850.0,rebel rabbit
Slitherine Ltd.,['Strategy'],2011-03-10,['Strategy'],7.99,0.0,461932.0,Byzantine Games
Xitilon,"['Indie', 'Simulation']",2017-11-14,"['Indie', 'Simulation']",0.99,0.0,749660.0,NoseDevilEugen
"NIS America, Inc.","['Adventure', 'Strategy']",2016-10-25,"['Adventure', 'Horror', 'Cute', 'Female Protagonist', 'Great Soundtrack', 'Anime', 'Strategy', 'Singleplayer', '2D']",19.99,0.0,477870.0,"Nippon Ichi Software, Inc."
Digerati Distribution,"['Action', 'Indie']",2017-04-07,"['Action', 'Indie']",1.99,0.0,621840.0,Nerdook Productions
"Peach Pie Productions, Black Shell Media","['Action', 'Adventure', 'Indie', 'RPG']",2016-06-10,"['Action', 'Indie', 'Adventure', 'Zombies', 'Bullet Hell', 'RPG', 'Twin Stick Shooter', 'Dungeon Crawler', 'Rogue-like', 'Difficult', 'GameMaker', 'Multiplayer', 'Pixel Graphics', 'Illuminati', 'Rogue-lite', '2D']",9.99,0.0,384500.0,Peach Pie Productions
Best Friend Games,"['Casual', 'Indie']",2017-11-03,"['Indie', 'Casual']",4.99,0.0,718080.0,Best Friend Games
